Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Day,Material_Brass,Material_Bronze,Material_Clay,Material_Marble,Material_Stone,Material_Unknown,Material_Wood,International_Yes,Express Shipment_Yes,Installation Included_Yes,Transport_Roadways,Transport_Unknown,Transport_Waterways,Fragile_Yes,Customer Information_Working Class,Remote Location_Unknown,Remote Location_Yes,Cost
0.64,16,6,22767,47.3,50.89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,951.44
0.88,26,10,237,6.13,11.51,-4,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,639.14
0.94,23,9,904,5.07,17.85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,849.23
0.12,31,12,682450,621.03,78.97,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2728.49
0.64,20,12,1485,10.15,16.85,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,339.42
0.7,10,4,10608,66.19,40.13,-3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1430.3
0.39,11,8,320,6.65,16.93,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,252.25
0.24,43,8,456964,804.58,25.23,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3638.97
0.84,25,10,1071,11.48,22.39,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,725.3
0,36,0,4849709,9212.61,33.14,-4,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,189813.09
0.1,11,7,291,6.7,12.48,-2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,105.77
0.28,4,4,40,5.27,22.62,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,176.66
0.37,29,15,23679,9.34,96.52,-2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,954.13
0.89,36,14,948,4.75,19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,786.54
0.09,6,5,7399,5.35,57.8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,390.78
0.76,21,7,4604,8.66,23.89,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,939.29
0.88,12,7,3664,21.51,16.95,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,399.47
0.09,10,4,59,5.3,15.74,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,123.68
0,10,5,22100,75.16,25.81,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1206.57
0.36,54,14,19089,34.11,55.08,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,769.26
0.8,14,7,33889,118.27,66.28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1309.78
0.25,12,8,414,4.04,18.8,-4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.4
0.55,9,5,9022,29.47,66.33,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,740.14
0.36,32,13,4405,19.89,16.25,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,430
0.33,13,0,21147,65.71,27.74,-2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,637.47
0.57,25,16,44696,49.48,25.05,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,772.6
0.63,48,16,0,15.51,71.25,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1691.43
0.99,4,3,49,5.95,24.24,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,476.41
0.05,47,0,4153015,3569.27,58.73,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,9587.51
0.53,16,7,203,4.37,18.47,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,267.55
0,20,0,214259,390.36,53.59,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,913.07
0.53,12,6,321,6.91,11.58,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,233.39
0.69,7,5,219,6.24,11.89,4,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,362.44
0.46,12,6,529,6.25,11.41,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,302.4
0.34,15,7,0,14.97,13.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,233.92
0.01,0,3,505,4.28,12.03,-3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,144.15
0.19,16,6,0,3.26,22.55,-1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,164.44
0.4,26,17,5941,4.03,77.32,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,799.22
0.54,40,17,87060,368.3,29.75,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2498.31
0.56,0,7,673,4.27,15.01,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,264.13
0.17,13,7,285,6.96,17.34,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,192.38
0,20,11,435856,881.93,26.69,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2672.25
0.61,8,5,677,5.18,20.68,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,276.96
0.58,29,8,3048,10.55,14.48,3,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,374.81
0.16,0,16,938854,3816.71,81.25,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,12329.01
0.73,10,4,106,4.71,16.46,-3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,242.33
0.39,38,22,1004,5.57,22.88,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,316.45
0.45,15,6,44766,157.19,69.88,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1014.62
0,26,0,13330,48.22,79.12,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1392.34
0,21,8,177,4.05,24.09,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,180.93
0.9,33,0,1234634,8088.05,63.38,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2006562.84
0,35,10,411694,1288.15,96.08,-4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2038.3
0.36,32,11,1972298,4331.51,25.04,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,20453.61
0.84,21,7,505,4.96,17.24,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,592.04
0.75,11,7,319,3.1,16.54,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,374.19
0.48,0,12,872,3.09,19.01,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,366.67
0.5,26,7,6831,11.16,77.01,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,971.27
0.38,17,6,278,3.59,13.45,-2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,156.75
0.98,17,7,343,6.81,10.13,-2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,587.66
0.22,34,0,1371,4.94,11.05,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,204.91
0.62,29,9,583676,383.13,48.71,-1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7669.75
0.51,15,7,0,331.42,80.37,-3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2585.61
0.18,29,10,440660,1190.13,39.71,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1641.47
0,9,4,0,76.13,92.16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2317.46
0,11,8,0,41.56,91.41,-2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,631.67
0.57,6,4,742,6.65,16,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,317.8
0.88,6,5,0,11.62,12.9,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,322.88
0.23,0,0,3639,13.8,24.07,-2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,247.31
0.14,30,0,0,4.47,13.92,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,183.34
0.76,31,19,39961,173.74,80.04,4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3029.56
0.05,14,8,2119,6.94,17.43,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,178.3
0.44,23,7,179,4.37,24.29,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,258.27
0.45,17,16,964,5.52,20.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,302.39
0.32,26,11,9830,10.45,31.76,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,334.36
0.13,29,12,52314,149.72,63.45,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,915.8
0.29,28,11,1082957,4029.79,54.61,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11159.53
0.58,30,7,12637,19.61,25.7,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,458.82
0.36,9,4,354,4.48,22.27,-4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,230.31
0.38,5,3,410,4.78,24.21,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,255.73
0.29,25,7,10292,54.75,75.41,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,849.28
0.47,0,6,270,6.65,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,199.88
0.12,21,12,372,3.41,14.53,-2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,128.87
0.47,32,7,287,4.18,13.75,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,239.24
0.88,53,0,35948,147.18,95.63,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10243.31
0.17,36,11,55561,226.71,79.41,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1461.27
0.37,18,0,555032,1585.6,75.79,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3564.53
0.47,32,9,458,5.34,16.62,-3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,221.45
0.06,31,11,349796,1003.69,45.79,-3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1574.98
0.03,3,2,94,5.01,17.01,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,168.14
0.88,9,5,7237,35.37,63.87,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1280.89
0.81,10,0,225,4.43,21.2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,403.92
0.21,21,11,16455,31.44,77.94,-2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,651.78
0.52,47,23,283304,891.66,53.27,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,35577.03
0.19,11,8,450,6.93,23.66,4,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,269.41
0.68,34,0,11094,29.44,25.18,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1504.31
0.42,35,0,36150,20.28,62.46,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1233.7
0.46,17,10,153330,548.33,75.24,-3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,3129.89
0.58,37,15,115674,354.45,67.11,-4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3825.66
0.51,35,16,80780,247.51,32.58,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1137.53
0,23,0,2889895,6374.48,89.63,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,238350.95
0.24,46,20,1924,6.25,10.84,-1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,207.71
0.49,12,7,31612,25.72,47.35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,680.85
0.18,17,10,768,4.3,24.85,-4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,188.94
0.41,7,5,4647,13.86,15.9,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,312.91
0.16,29,12,20525,31.51,91.05,-4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,555.7
0.42,25,11,1377,5.54,20.12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,247.43
0.29,18,12,10983,19.57,33.11,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,419.14
0.19,17,9,58581,18.79,81.03,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,592.24
0.84,5,4,0,4.47,11.29,-1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,254.38
0.57,10,5,314,3.57,21.14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,256.55
0.31,5,5,29,4.11,16.01,-3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,141.43
0,47,32,47544217,230578.77,72.83,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2829193.76
0.77,6,5,409,4.56,21.52,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,327.91
0.72,30,8,16417,85.12,72.57,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6457.41
0.71,6,4,0,5.84,22.09,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,290.51
0.48,0,32,36339,17.92,99.19,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1810.51
0.41,31,15,6532,5.56,82.17,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1151.3
0.44,34,8,812,3.87,19.54,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,279.66
0.69,19,7,230,6.83,23.71,-4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,395.6
0.31,7,5,0,4.89,22.94,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,190.04
0.74,0,14,902,6.35,23.74,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,728.52
0.86,20,12,397,5.1,19.91,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,647.1
0.36,23,9,495810,434.38,84.02,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4308.09
0,19,0,289823,2449.93,33.5,-1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6609.54
0.53,23,10,15608,45.75,78.35,-4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1153.79
0,15,6,2016,5.15,14.69,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,138.51
0.29,3,2,13,5.99,21.75,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,191.9
0.24,7,4,3816,11.32,19.28,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,260.38
0.33,24,16,28999,24.88,70.83,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,685.15
0.8,35,10,822,6.84,24.37,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,992.49
0,5,5,0,6.66,12.89,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,545.6
0.49,7,5,186,4.73,17.08,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,234.98
0,44,26,17390,75.27,57.68,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,6650.68
0.1,16,7,409,3.96,13.25,-2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,117.36
0.1,0,22,12474924,4810.59,96.07,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32203.39
0.56,27,13,434034,1466.26,68.94,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3631.9
0.01,12,7,1996,3.19,19.54,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,156.19
0.62,13,0,3071,3.53,13.54,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,219.7
0.45,24,11,442,6.56,10.11,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,229.42
0.06,9,5,310,6.74,21.89,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,170.19
0.82,15,8,98,4.02,24.83,-2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,523.55
0.82,16,6,440,6.93,20.35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,618.26
0.06,12,6,656,3.67,17.22,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,144.45
0,39,18,4143181,42748.31,47.63,-3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,335550.72
0.6,22,11,2999,7.66,19.49,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,599.03
0.62,34,13,1977,13.06,23.72,-4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,534.16
0.39,25,14,492,5.72,22.45,-4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,258.98
0.67,21,6,3781,16.14,18.72,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,457.84
0.56,40,18,10740646,6544.28,90.61,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,85189.9
0,42,21,2618,6.82,24.65,-4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,148.52
0.83,36,0,2330,10.74,21.99,-4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,945.22
0.28,0,9,0,3.7,11.46,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,136.16
0.01,18,10,8441,13.99,86.97,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,438.28
0.5,9,4,0,5.71,15.01,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,171.26
0.83,34,10,838953,2272.88,49.91,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,19061.24
0.37,28,9,615929,3796.01,49.03,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,19250.92
0.8,9,4,785,3.67,24.03,-3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,315.07
0.63,29,8,2002,12.36,23.37,-3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,413.63
0.49,26,8,4796,20.9,19.02,-3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,285.32
0.91,34,11,2261,8.31,20.13,-2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2285.93
1,42,22,76361,812.34,90.88,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,201088.04
0.57,34,0,2993,11.6,24.82,-3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,496.25
0.77,16,6,1833,12.63,18.56,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,437.75
0.53,9,4,4036,10.56,14.63,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,267.56
0.84,15,6,361,6.61,17.16,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,513.68
0.07,22,10,608417,1928.03,48.86,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1603.12
0.35,12,6,84,5.82,12.07,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,182.42
0.37,17,11,1737,3.15,16.4,-2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,289.07
0,29,7,303,4.54,11.04,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,175.46
0.55,8,5,65,6.6,14.63,-4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,202.39
0.26,20,0,3961,15.49,23.21,-4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,212.9
0.05,0,0,565,6.67,18.66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,158.24
0.55,5,0,10,3.44,24.81,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,201.68
0,18,7,355,6.54,22.78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,163.13
0.71,28,0,583413,4950.36,76.89,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,34229.91
0.13,23,13,1648,3.44,19.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158.12
0.22,24,20,3300030,4014.89,30.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15319.75
0.16,24,11,3525,8.35,17.76,-4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,168.86
0.2,28,6,1347,3.24,10.22,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,196.71
0.57,32,15,8542,28.16,88.68,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1604.67
0.2,38,8,0,6.35,22.16,-4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,182.85
0.92,13,6,130,3.58,23.68,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,534.12
0.01,9,5,54,3.75,24.44,-4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,133.76
0,13,6,569,3.37,17.46,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,141.02
0,5,3,17,4.02,11.33,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,103.88
0.54,0,13,0,45.95,38.07,-2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,961.87
0.29,28,11,16315,18.13,53.75,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,575.54
0.71,47,13,1030,3.34,24.92,-2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,731.9
0.25,16,6,275,6.6,23.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,219.92
0.21,28,20,1026,4.92,16.36,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,168.7
0,9,4,2952,15.32,14.43,-3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,222.91
0.1,19,6,146,6.27,10.87,-1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,129.93
0.72,20,13,25485,143.73,79.18,-4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2261.35
0,15,0,136,5.64,19.84,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,550.26
0.55,35,8,207581,188.01,63.08,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1865.02
0.39,34,13,1105,5.96,18.12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,240.23
0,18,11,1208,6.06,23.75,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,388.44
0.38,0,6,0,19.42,98.93,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,845.48
0.63,20,12,417,4.91,20.8,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,462.85
0.41,18,6,137,5.38,11.32,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,160.99
0.55,15,6,4556,6.65,21.17,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,406.02
0.09,12,7,439,5.61,15.71,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,169.7
0.85,30,8,210920,1983.56,30.66,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3517.12
0,0,6,1921,4.16,14.96,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,162.59
0.79,17,6,162,3.37,16.76,-2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,294.4
0.02,0,24,28901,58.53,79.72,-2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,548.05
0.12,10,5,339,3.51,18.02,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,181.39
0.22,6,4,100,4.29,10.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,115.22
0.6,19,6,65232,115.45,73.48,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1901.14
0,41,18,37554,194.61,75.62,-2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2097.19
0.44,33,10,18473,25.17,56.8,-3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,634.67
0.75,29,13,1068371,3172.3,51.02,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,23329.21
0.54,39,25,5872689,24475.27,28.09,-3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,252450.21
0.11,5,4,173,6.38,16.87,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,155.55
0.55,18,10,646,6.64,11.5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,217.73
0.46,26,8,10899,47.99,31.39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,647.12
0.58,26,6,87529,229.97,25.57,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1062
0.7,32,22,105447,108.71,83.23,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2590.35
0.8,30,7,12379,42.41,68.2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2164.53
0.95,10,4,105,4.48,12.45,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,272.77
0.7,21,8,7286,45.97,84.35,-4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1415.76
0.18,23,10,14363,8.16,83.97,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,531.42
0.22,17,16,0,27.47,57.77,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,475.44
0.24,3,3,14,4.93,15.72,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,131.01
0,14,6,2297,6.63,24.51,-1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,384.33
0.76,10,0,124,6.86,14.31,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,371.36
0.32,32,20,52189,110.41,57.3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,904.88
0.18,10,4,184,4.38,14.27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,151.16
0.54,28,10,12288,55.37,44.1,-2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,948.47
0.41,21,13,1064738,2911.42,46.58,-1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,10373.2
0.73,7,4,67,3.75,10.27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,195.25
0.41,6,4,0,3.61,21.38,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,160.62
0,16,6,193,5.43,12.69,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,217.62
